"ID","Acc","Dev","Cal","Paid","Outstanding","Incurred","PaidIncr"
1,1998,1,1998,19813,561091,580905,19813
1,1998,2,1999,77470,287270,364740,57657
1,1998,3,2000,398261,336041,734303,320791
1,1998,4,2001,398261,225731,623992,0
1,1998,5,2002,706425,737326,1443751,308164
1,1998,6,2003,725524,307950,1033475,19099
1,1998,7,2004,748124,81879,830003,22600
1,1998,8,2005,790790,82048,872838,42666
1,1998,9,2006,790790,11984,802774,0
1,1998,10,2007,790790,1244,792034,0
1,1998,11,2008,790790,122,790912,0
1,1998,12,2009,814649,25575,840224,23859
1,1998,13,2010,814649,101,814750,0
1,1998,14,2011,814649,1,814650,0
1,1998,15,2012,814649,786,815435,0
1,1998,16,2013,814649,0,814649,0
1,1998,17,2014,814649,0,814649,0
1,1998,18,2015,814649,1,814650,0
1,1998,19,2016,814649,0,814649,0
1,1998,20,2017,814649,0,814649,0
2,1998,1,1998,3631,565936,569566,3631
2,1998,2,1999,97483,690963,788445,93852
2,1998,3,2000,802160,968263,1770424,704677
2,1998,4,2001,1155249,1000691,2155940,353089
2,1998,5,2002,1155249,1085712,2240961,0
2,1998,6,2003,1155249,405122,1560372,0
2,1998,7,2004,1155249,209859,1365108,0
2,1998,8,2005,1155249,71401,1226650,0
2,1998,9,2006,1155249,7649,1162899,0
2,1998,10,2007,1155249,621,1155871,0
2,1998,11,2008,1155249,51,1155300,0
2,1998,12,2009,1155249,9193,1164443,0
2,1998,13,2010,1155249,108,1155357,0
2,1998,14,2011,1155249,38,1155288,0
2,1998,15,2012,1155249,1,1155251,0
2,1998,16,2013,1155249,0,1155249,0
2,1998,17,2014,1155249,0,1155249,0
2,1998,18,2015,1155249,0,1155249,0
2,1998,19,2016,1155249,0,1155249,0
2,1998,20,2017,1155249,0,1155249,0
3,1998,1,1998,119,713614,713733,119
3,1998,2,1999,290900,532213,823113,290781
3,1998,3,2000,290900,250999,541899,0
3,1998,4,2001,519604,384748,904352,228704
3,1998,5,2002,637390,208717,846106,117786
3,1998,6,2003,759628,236102,995729,122238
3,1998,7,2004,829602,219948,1049551,69974
3,1998,8,2005,829602,82343,911946,0
3,1998,9,2006,829602,4359,833961,0
3,1998,10,2007,829602,4174,833777,0
3,1998,11,2008,829602,83195,912797,0
3,1998,12,2009,829602,7,829610,0
3,1998,13,2010,829602,22,829624,0
3,1998,14,2011,829602,0,829603,0
3,1998,15,2012,829602,1,829603,0
3,1998,16,2013,829602,0,829602,0
3,1998,17,2014,829602,0,829602,0
3,1998,18,2015,829602,0,829602,0
3,1998,19,2016,829602,0,829603,0
3,1998,20,2017,829602,0,829603,0
4,1998,1,1998,438,415772,416210,438
4,1998,2,1999,65575,433265,498839,65137
4,1998,3,2000,522670,417343,940014,457095
4,1998,4,2001,522670,278108,800778,0
4,1998,5,2002,522670,164231,686901,0
4,1998,6,2003,650087,178377,828465,127417
4,1998,7,2004,650087,82403,732490,0
4,1998,8,2005,650087,26142,676230,0
4,1998,9,2006,710286,27294,737580,60199
4,1998,10,2007,710286,10291,720577,0
4,1998,11,2008,710286,111,710397,0
